id_objet,nom_objet,auteur_objet,type_objet,categorie_picto,type_vase,matiere_filtre,lieu_creation_nom,lieu_creation_pays,lieu_creation_geoloc,lieu_creation_long,date_creation_debut,date_creation_fin,lieu_decouverte_nom,lieu_decouverte_geoloc,lieu_decouverte_pays,conservation_nom,conservation_ville,conservation_pays,lieu_conservation_geoloc,lieu_conservation_long,URL_objet_AGORHA,image_exists
144541,Manche d'une patère étrusque en forme de figurine féminine,,objet civil domestique,mobilier / instrument,,métal,Vulci,Italie,"42.4192224, 11.6286618333",11.6286618333,-360,-340,Canino,"42.466866, 11.750919",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144541,1
144572,Passoire étrusque,,objet civil domestique,mobilier / instrument,,métal,Étrurie,Italie,"42.4210287479, 11.7527441248",11.7527441248,-500,-400,Étrurie,"42.4210287479, 11.7527441248",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144572,1
144456,Patère étrusque,,objet civil domestique,mobilier / instrument,,métal,Vulci,Italie,"42.4192224, 11.6286618333",11.6286618333,-360,-340,Canino,"42.466866, 11.750919",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144456,1
144458,Trépied étrusque et sa vasque,,objet mobilier,mobilier / instrument,,métal,Vulci,Italie,"42.4192224, 11.6286618333",11.6286618333,-525,-450,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144458,1
144464,Main provenant d'un vase canope étrusque,,ronde-bosse,sculpture,,métal,Étrurie,Italie,"42.4210287479, 11.7527441248",11.7527441248,-650,-600,Étrurie,"42.4210287479, 11.7527441248",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144464,1
144555,Athlète portant des haltères,,sculpture,sculpture,,métal,Vulci,Italie,"42.4192224, 11.6286618333",11.6286618333,,,Étrurie,"42.4210287479, 11.7527441248",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144555,0
144460,Femme allongée jouant de la lyre,,sculpture,sculpture,,métal,Étrurie,Italie,"42.4210287479, 11.7527441248",11.7527441248,,,Étrurie,"42.4210287479, 11.7527441248",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144460,1
144531,Pélée enlevant Thétis,,sculpture,sculpture,,métal,Étrurie,Italie,"42.4210287479, 11.7527441248",11.7527441248,-410,-380,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144531,1
144704,Amphore à col attique à figures noires,,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,Étrurie,"42.4210287479, 11.7527441248",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144704,0
145525,Amphore attique à figures noires,,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-575,-550,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145525,1
144757,Amphore attique à figures noires,,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144757,1
137045,Amphore attique à figures noires,,vase,vase,Amphore,terre cuite,Attique,Grèce,"38.0519988333, 23.8189911",23.8189911,-525,-500,Vulci,"42.4192224, 11.6286618333",Italie,Musée Antoine Vivenel,Compiègne,France,"49.417635, 2.821754",2.821754,http://agorha.inha.fr/inhaprod/ark:/54721/003137045,1
144709,Amphore panathénaïque,,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-500,-450,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144709,1
145105,Amphore panathénaïque à figures noires,,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-450,,,,Musée Saint-Raymond,Toulouse,France,"43.607985, 1.441785",1.441785,http://agorha.inha.fr/inhaprod/ark:/54721/003145105,1
145047,Coupe à bande attique à figures noires,,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-550,-525,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145047,1
254761,Coupe à figures noires : athlètes entourés de cavaliers,,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-550,-525,,,,Musée des Antiquités,Rouen,France,"49.44707, 1.099298",1.099298,http://agorha.inha.fr/inhaprod/ark:/54721/003254761,0
145445,Coupe attique à figures noires,,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-520,-500,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145445,1
144844,Coupe attique à figures noires,,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-500,,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144844,1
141229,Coupe attique à figures noires,,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,Vulci,"42.4192224, 11.6286618333",Italie,Château-Musée,Boulogne-sur-mer,France,"50.725722, 1.617264",1.617264,http://agorha.inha.fr/inhaprod/ark:/54721/003141229,1
145471,Coupe attique à figures rouges,,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-510,-490,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145471,1
254970,Coupe attique à figures rouges,,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-500,-475,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003254970,0
254971,Coupe attique à figures rouges,,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,,,,Localisation inconnue,,,,,http://agorha.inha.fr/inhaprod/ark:/54721/003254971,1
254972,Coupe attique à figures rouges : Pélée enlevant Thétis,,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,,,,Localisation inconnue,,,,,http://agorha.inha.fr/inhaprod/ark:/54721/003254972,0
254973,Coupe attique à figures rouges : Priam venant racheter le corps d'Hector,,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,,,,Localisation inconnue,,,,,http://agorha.inha.fr/inhaprod/ark:/54721/003254973,1
142046,Couvercle attique à figures noires,,vase,vase,Couvercle,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-560,-540,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003142046,1
144773,Cratère à colonnettes attique à figures noires,,vase,vase,Cratère,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144773,1
144703,Hydrie attique à figures noires,,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144703,1
144708,Hydrie attique à figures noires,,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144708,1
145456,Hydrie attique à figures noires,,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,,,,Musée des Beaux-Arts,Montréal,Canada,"45.49871, -73.579411",-73.579411,http://agorha.inha.fr/inhaprod/ark:/54721/003145456,1
145048,Hydrie attique à figures rouges,,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-500,,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145048,1
144761,Kyathos attique à figures rouges,,vase,vase,Kyathos,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-500,-475,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144761,1
144864,Mastos attique à figures noires,,vase,vase,Mastos,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144864,1
144582,Oenochoé attique à figures noires,,vase,vase,Oenochoé,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144582,1
145094,Stamnos attique à figures noires,,vase,vase,Stamnos,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-600,-500,,,,"BnF - département des Monnaies, médailles et antiques",,France,"48.86738, 2.338384",2.338384,http://agorha.inha.fr/inhaprod/ark:/54721/003145094,1
144523,Rhyton étrusque en tête de mule,,vase plastique,vase,Rhyton,terre cuite,Étrurie,Italie,"42.4210287479, 11.7527441248",11.7527441248,-400,,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144523,1
145018,Coupe attique à figures rouges,Chachrylion - potier,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145018,1
145174,Coupe attique à figures rouges,Chachrylion - potier,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,Staatliche Antikensammlungen,Munich,Allemagne,"48.14542, 11.565027",11.565027,http://agorha.inha.fr/inhaprod/ark:/54721/003145174,1
145103,Amphore attique à figures noires,Classe de Cambridge 49,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-550,-525,,,,Musée du Louvre,Paris,France,"48.860639, 2.337655",2.337655,http://agorha.inha.fr/inhaprod/ark:/54721/003145103,1
145481,Oenochoé attique à figures noires,Classe de Keyside,vase,vase,Oenochoé,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-510,-490,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145481,1
254625,Oenochoé à figures noires : quadrige,Classe du Vatican G 47,vase,vase,Oenochoé,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,,,,Nationalmuseet,Copenhague,Pays-Bas,"55.674666, 12.574784",12.574784,http://agorha.inha.fr/inhaprod/ark:/54721/003254625,1
145066,Oenochoé attique à figures noires,Classe du Vatican G 47,vase,vase,Oenochoé,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,"BnF - département des Monnaies, médailles et antiques",,France,"48.86738, 2.338384",2.338384,http://agorha.inha.fr/inhaprod/ark:/54721/003145066,1
141798,Assiette attique à figures rouges,Epictétos,vase,vase,Assiette,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,Vulci,"42.4192224, 11.6286618333",Italie,Musée du Louvre,Paris,France,"48.860639, 2.337655",2.337655,http://agorha.inha.fr/inhaprod/ark:/54721/003141798,1
145111,Assiette attique à figures rouges,Epictétos,vase,vase,Assiette,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-520,-500,Vulci,"42.4192224, 11.6286618333",Italie,The Metropolitan Museum of Art,New York,Etats-Unis,"40.779721, -73.96319",-73.96319,http://agorha.inha.fr/inhaprod/ark:/54721/003145111,1
140601,Coupe à figures rouges,Epictétos,vase,vase,Coupe,terre cuite,Attique,Grèce,"38.0519988333, 23.8189911",23.8189911,-525,-500,Vulci,"42.4192224, 11.6286618333",Italie,Localisation inconnue,,,,,http://agorha.inha.fr/inhaprod/ark:/54721/003140601,0
144706,Assiette attique à figures rouges,Epictétos,vase,vase,Assiette,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144706,1
145479,Assiette attique à figures rouges,Epictétos,vase,vase,Assiette,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-520,-500,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145479,1
144705,Assiette attique à figures rouges,Epictétos,vase,vase,Assiette,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-520,-500,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144705,1
141464,Plat attique à figures rouges,Epictétos,vase,vase,Plat,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,"BnF - département des Monnaies, médailles et antiques",,France,"48.86738, 2.338384",2.338384,http://agorha.inha.fr/inhaprod/ark:/54721/003141464,1
145009,Coupe attique à figures noires,Eucheiros - potier,vase,vase,Coupe,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-560,-540,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145009,1
141604,Amphore attique à figures noires,Groupe de Copenhague 114 - peintre,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,,,,"BnF - département des Monnaies, médailles et antiques",,France,"48.86738, 2.338384",2.338384,http://agorha.inha.fr/inhaprod/ark:/54721/003141604,1
145458,Amphore attique à figures noires,Groupe de Copenhague 114 - peintre,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,,,,,,Nationalmuseet,Copenhague,Pays-Bas,"55.674666, 12.574784",12.574784,http://agorha.inha.fr/inhaprod/ark:/54721/003145458,1
254631,Amphore à figures noires. Dionysos entre deux satyres citharèdes,Groupe de Léagros - peintre,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-520,-500,Vulci,"42.4192224, 11.6286618333",Italie,Musée du Louvre,Paris,France,"48.860639, 2.337655",2.337655,http://agorha.inha.fr/inhaprod/ark:/54721/003254631,1
145012,Amphore attique à figures noires,Groupe de Léagros - peintre,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-600,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145012,1
144845,Amphore attique à figures noires,Groupe de Léagros - peintre,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144845,1
145175,Amphore attique à figures noires,Groupe de Léagros - peintre,vase,vase,Amphore,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,Vulci,"42.4192224, 11.6286618333",Italie,Staatliche Antikensammlungen,Munich,Allemagne,"48.14542, 11.565027",11.565027,http://agorha.inha.fr/inhaprod/ark:/54721/003145175,1
145523,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-550,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145523,1
145473,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145473,1
145017,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145017,1
145008,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,Vulci,"42.4192224, 11.6286618333",Italie,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145008,1
145102,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145102,1
145476,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145476,1
144869,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144869,1
145010,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003145010,1
144867,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,British Museum,Londres,Royaume-Uni,"51.519533, -0.127000",-0.127000,http://agorha.inha.fr/inhaprod/ark:/54721/003144867,1
145537,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-520,-500,Vulci,"42.4192224, 11.6286618333",Italie,Musée Antoine Vivenel,Compiègne,France,"49.417635, 2.821754",2.821754,http://agorha.inha.fr/inhaprod/ark:/54721/003145537,1
145108,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,Musée du Louvre,Paris,France,"48.860639, 2.337655",2.337655,http://agorha.inha.fr/inhaprod/ark:/54721/003145108,1
145186,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,Staatliche Antikensammlungen,Munich,Allemagne,"48.14542, 11.565027",11.565027,http://agorha.inha.fr/inhaprod/ark:/54721/003145186,1
145180,Hydrie attique à figures noires,Groupe de Léagros - peintre,vase,vase,Hydrie,terre cuite,Athènes,Grèce,"37.998949, 23.725464",23.725464,-525,-500,,,,Staatliche Antikensammlungen,Munich,Allemagne,"48.14542, 11.565027",11.565027,http://agorha.inha.fr/inhaprod/ark:/54721/003145180,1
